NAVID;Français
2863;Surface ventrale de la langue
2864;Bord de la langue
2865;Muqueuse de la langue
2866;Frein de la langue
2867;Papilles linguales
2868;Papilles filiformes
2869;Papilles coniques
2870;Papilles fungiformes
2871;Papilles lentiformes (Ru)
2872;Papilles circumvallées
2873;Papilles foliées
2874;Papilles marginales
2875;Sillon médian de la langue
2876;Tonsille linguale
2877;Follicules linguaux
2878;Papilles tonsillaires (su)
2879;Septum lingual
2880;Lysse
2881;Cartilage du dos de la langue (eq)
2882;Aponévrose linguale
2883;Muscles de la langue
2884;Muscle génioglosse
2885;Muscle hyoglosse
2886;Muscle styloglosse
2887;Muscle de la langue
2888;Fibres longitudinales superficielles
2889;Fibres longitudinales profondes
2890;Fibres transverses
2891;Fibres perpendiculaires
2892;Cavité du pharynx
2893;Nasopharynx
2894;Fornix du pharynx
2895;Septum pharyngé (su, Ru)
2896;Tonsille pharyngienne
2897;Follicules tonsillaires
2898;Orifice pharyngien de la trompe auditive
2899;Torus tubaire
2900;Torus de l'élévateur
2901;Tonsille tubaire
2902;Récessus pharyngien
2903;(Bourse pharyngée)
2904;Diverticule pharyngé
2905;Ouverture intrapharyngée
2906;Luette [palatine] (su)
2907;Arc palatoglosse
2908;Arc palatopharyngien
2909;Isthme du gosier
2910;Oropharynx
2911;Gosier
2912;Tonsille palatine
2913;Fosses amygdaliennes
2914;Cryptes tonsillaires
2915;Lymphonoeuds [Noeuds lymphatiques]
2916;Sinus tonsillaire
2917;Capsule tonsillaire
2918;Pli semilunaire
2919;Fosse tonsillaire
2920;Fosse supratonsillaire
2921;Tonsille du voile du palais (su, eq)
2922;Tonsille paraépiglottique (fe, su, ov, cap)
2923;Sillon tonsillaire (su)
2924;Vallécule épiglottique
2925;Pli glosso-épiglottique médian
2926;Pli glosso-épiglottique latéral
2927;Laryngopharynx
2928;Récessus piriforme
2929;Vestibule œsophagien
2930;Seuil pharyngo-œsophagien (Car)
2931;Fascia pharyngobasilaire
2932;Sous-muqueuse du fascia pharyngobasal
2933;Muqueuse du fascia pharyngobasilaire
2934;Ganglions pharyngés
2935;Musculeuse du pharynx
2936;Raphé pharyngien
2937;Muscles constricteurs rostraux du pharynx
2938;Muscle ptérygopharyngien
2939;Muscle stylopharyngien rostral
2940;Muscle stylopharyngien caudal
2941;Muscle hyopharyngé [M. constricteur moyen du pharynx]
2942;Muscles constricteurs caudaux du pharynx
2943;Muscle thyropharyngien
2944;Muscle cricopharyngien
2945;Espace rétropharyngien
2946;Espace latéropharyngien
2947;Muscles du palais et de la gorge
2948;Aponévrose palatine
2949;Muscle élévateur du voile du palais
2950;Muscle tenseur du voile du palais
2950;Insertion de l'élévateur et du tenseur du voile du palais
2951;Muscle palatin
2952;Muscle palatopharyngien
2953;Tube digestif
2954;œsophage
2955;Partie cervicale de l'œsophage
2956;Partie thoracique de l'œsophage
2957;Partie abdominale de l'œsophage
2958;Adventice de l'œsophage
2959;Musculeuse de l'œsophage
2960;Tendon crico-œsophagien
2961;Muscle longitudinal dorsal de l'œsophage
2962;Muscle longitudinal latéral de l'œsophage
2963;Muscle longitudinal ventral de l'œsophage
2964;Muscle broncho-œsophagien
2965;Muscle pleuro-œsophagien (ca)
2966;Sous-muqueuse du muscle pleuro-œsophagien (ca)
2967;Muqueuse du muscle pleuro-œsophagien (ca)
2968;Musculeuse de la muqueuse du muscle pleuro-œsophagien (ca)
2969;Ganglions de l'œsophage
2970;Estomac [Gaster]
2971;Surface pariétale de l'estomac
2972;Surface viscérale de l'estomac
2973;Grande courbure de l'estomac
2974;Petite courbure de l'estomac
2975;Incisure angulaire
2976;Partie cardiale
2977;Ouverture cardiaque
2978;Incisure cardiale
2979;Fond de l'estomac
2980;Sac aveugle de l'estomac (eq)
2981;Diverticule de l'estomac (su)
2982;Corps de l'estomac
2983;Sillon de l'estomac
2984;Partie pylorique
2985;Antre pylorique
2986;Canal pylorique
2987;Pylore
2988;Orifice pylorique
2989;Torus pylorique (su, Ru)
2990;Proventricule
2991;Ruminoréticulum
2992;Rumen
2993;Surface pariétale du rumen
2994;Surfcace viscérale du rumen
2995;Courbure dorsale
2996;Courbure ventrale
2997;Extrémité crâniale du rumen
2998;Extrémité caudale du rumen
2999;Atrium du rumen
3000;Sac dorsal
3001;Sac caudodorsal
3002;Sac ventral
3003;Récessus métatarsophalangien plantaire
3004;Sac caudoventral
3005;Sillon crânial
3006;Sillon caudal
3007;Sillon longitudinal droit
3008;Sillon accessoire droit
3009;Insula du rumen
3010;Sillon longitudinal gauche
3011;Sillon accessoire gauche
3012;Sillon coronaire dorsal
3013;Sillon coronaire ventral
3014;Pilier crânial
3015;Pilier caudal
3016;Pilier longitudinal droit
3017;Pilier accessoire droit
3018;Pilier longitudinal gauche
3019;Pilier accessoire gauche
3020;Pilier coronaire dorsal
3021;Pilier coronaire ventral
3022;Ouverture intraruminale
3023;Sillon ruminoréticulaire
3024;Plis ruminoréticulaires
3025;Ouverture ruminoréticulaire
3026;Réticulum
3027;Surface diaphragmatique du reticulum
3028;Surface viscérale du reticulum
3029;Courbure majeure
3030;Courbure mineure
3031;Fundus du reticulum
3032;Sillon du reticulum
3033;Fundus du silllon du reticulum
3034;Lèvre droite
3035;Lèvre gauche
3036;Ostium réticulo-omasique
3037;Omasum
3038;Corps de l'omasum
3039;Surface pariétale de l'omasum
3040;Surface viscérale de l'omasum
3041;Courbure de l'omasum
3042;Base de l'omasum
3043;Col de l'omasum
3044;Sillon de l'omasum
3045;Canal de l'omasum
3046;Papilles de l'omasum
3047;Sillon omaso-abomasique
3048;Ostium omaso-abomasique
3049;Caillette
3050;Surface pariétale de l'abomasum
3051;Surface viscérale de l'abomasum
3052;Courbure majeure de l'abomasum
3053;Petite courbure de l'abomasum
3054;Fond de l'abomasum
3055;Corps de l'abomasum
3056;Sillon de l'abomasum
3057;Partie pylorique de l'abomasum
3058;Paroi de l'estomac
3059;Séreuse de l'abomasum
3060;Sous-séreuse de l'abomasum
3061;Musculeuse de l'abomasum
3062;Couche longitudinale
3063;Fibres ruminoréticulo-abomasiques
3064;Fibres obliques externes
3065;Couche circulaire
3066;Muscle sphincter pylorique
3067;Fibres obliques internes
3068;Anse cardiaque
3069;Muscle sphincter du cardia
3070;Muscle sphincter réticulo-omasique
3071;Sous-muqueuse du sphincter reticulo-omasique
3072;Muqueuse du muscle sphincter reticulo-omasique
3073;Partie glandulaire
3074;Plis gastriques
3075;Musculeuse de la muqueuse du sphincter reticulo-omasique
3076;Aires gastriques
3077;Sillons gastriques
3078;Plis des villosités
3079;Fossettes gastriques
3080;Glandes cardiaques
3081;Glandes gastriques
3082;Glandes pyloriques
3083;Ganglions lymphatiques gastriques
3084;Partie non-glandulaire
3085;Bord plissé (su, eq)
3086;Papilles ruminantes
3087;Cellules réticulées
3088;Crêtes réticulées
3089;Papilles réticulées
3090;Papilles unguiculiformes (Ru)
3091;Lame omasique
3092;Récessus interlaminaires
3093;Papilles omasiques
3094;Voile abomasique
3095;Plis abomasiques en spirale
3096;Intestin grêle
3097;Séreuse de l'intestin grêle
3098;Sous-séreuse de l'intestin grêle
3099;Musculeuse de l'intestin grêle
3100;Strate longitudinale de l'intestin grêle
3101;Strate circulaire de l'intestin grêle
3102;Couche sous-muqueuse de l'intestin grêle
3103;Couche muqueuse de l'intestin grêle
3104;Couche musculaire de la muqueuse de l'intestin grêle
3105;Plis circulaires
3106;Villosités intestinales
3107;Ganglions intestinaux
3108;Duodénum
3109;Partie crâniale du duodénum
3110;Ampoule duodénale
3111;Ansa sigmoïde (Un)
3112;Courbure crâniale du duodénum
3113;Partie descendante
3114;Courbure caudale du duodénum
3115;Partie transverse [partie caudale]  du duodénum
3116;Partie ascendante du duodénum
3117;Flexion duodénojéjunale
3118;Grande papille duodénale
3119;Petite papille duodénale
3120;Ganglions duodénaux
3121;Jéjunum
3122;Iléon
3123;Muscle sphincter de l'iléon
3124;Papille iléale
3125;Orifice iléal
3126;Papilles iléales du frenulum
3127;Gros intestin
3128;Séreuse du gros intestin
3129;Couche sous-séreuse du gros intestin
3130;Musculeuse du gros intestin
3131;Couche longitudinale du gros intestin
3132;Couche circulaire du gros intestin
3133;Sous-muqueuse du gros intestin
3134;Tunique muqueuse du gros intestin
3135;Musculeuse de la muqueuse du gros intestin
3136;Ganglions intestinaux du gros intestin
3137;Ganglions lymphatiques solitaires
3138;Ganglions lymphatiques agrégés
3139;Caecum
3140;Base du caecum
3141;Corps du caecum
3142;Sommet du caecum
3143;Grande courbure du caecum
3144;Petite courbure du caecum
3145;Ténias du caecum
3146;Ténia dorsal
3147;Ténia ventral
3148;Ténia médial
3149;Ténia latéral
3150;Haustra du caecum
3151;Plis semilunaires du caecum
3152;Ouverture caecocolique
3153;Valve caecocolique (eq)
3154;Muscle sphincter du caecum
3155;Côlon
3156;Côlon ascendant
3157;Côlon épais (eq)
3158;Col du côlon
3159;Côlon ventral droit
3160;Flexion sternale [diaphragmatique ventrale]
3161;Côlon ventral gauche
3162;Pelvic flexure
3163;Côlon dorsal gauche
3164;Flexion diaphragmatique [dorsale]
3165;Côlon dorsal droit
3166;Ampoule du côlon
3167;Anse proximale du côlon (Ru)
3168;Anse spiralée du côlon (Su, Ru)
3169;Gyri centripètes
3170;Flexion centrale
3171;Gyri centrifuges
3172;Anse distale du côlon (su, Ru)
3173;Angle colique droit
3174;Côlon transverse
3175;Flexion colique gauche
3176;Côlon descendant [côlon fin (eq)]
3177;Côlon sigmoïde
3178;Ténias du colon
3179;Ténia mésocolique latéral
3180;Ténia mésocolique médial
3181;Ténia libre latéral
3182;Ténia libre médial
3183;Haustrations du côlon
3184;Plis semilunaires du côlon
3185;Appendices épiploïques
3186;Rectum
3187;Ampoule rectale
3188;Tunique adventice de l'ampoule rectale
3189;Muscle rectococcygien
3190;Plis transverses du rectum
3191;Colonnes rectales
3192;Canal anal
3193;Muscle sphincter anal interne
3194;Jonction anorectale
3195;Zone colonnaire anale (ca, su)
3196;Colonnes anales
3197;Sinus anaux
3198;Ganglions anaux
3199;Ligne intermédiaire
3200;Jonction anocutanée
3201;Zone cutanée
3202;Ganglions des sinus para-anaux
3203;Ganglions circulaires (ca)
3204;Anus
3205;Foie
3206;Face diaphragmatique du foie
3207;Zone nue
3208;Sillon de la veine cave
3209;Face viscérale du foie
3210;Fosse de la vésicule biliaire
3211;Incisure du ligament rond
3212;Porte du foie
3213;Tubérosité omentale (Car)
3214;Empreinte œsophagienne
3215;Empreinte gastrique
3216;Impression réticulaire
3217;Impression omasique
3218;Impression duodénale
3219;Impression colique
3220;Empreinte caecale (eq)
3221;Impression rénale
3222;Empreinte surrénalienne
3223;Bord dorsal du foie
3224;Bord droit du foie
3225;Bord gauche du foie
3226;Bord ventral du foie
3227;Incisures interlobaires
3228;Incisure ligamentaire
3229;Lobe hépatique droit
3230;Lobe hépatique droit latéral
3231;Lobe hépatique droit médial
3232;Lobe carré
3233;Lobe caudé
3234;Processus papillaire
3235;Processus caudé
3236;Lobe hépatique gauche
3237;Lobe hépatique gauche latéral
3238;Lobe hépatique gauche médial
3239;(Appendice hépatique fibreux)
3240;Lobes du foie
3241;Séreuse du foie
3242;Couche sous-séreuse du foie
3243;Capsule fibreuse du foie
3244;Capsule fibreuse périvasculaire
3245;Veines centrales
3246;Canaux interlobulaires
3247;Canaux bilifères
3248;Conduit hépatique commun
3249;Conduit hépatique droit
3250;Conduit hépatique gauche
3251;Vésicule biliaire
3252;Séreuse de la vésicule biliaire
3253;Couche sous-séreuse de la vésicule biliaire
3254;Musculeuse de la vésicule biliaire
3255;Plis de la muqueuse de la vésicule biliaire
3256;Ganglions de la vésicule biliaire
3257;Fond de la vésicule biliaire
3258;Corps de la vésicule biliaire
3259;Col de la vésicule biliaire
3260;Conduit cystique
3261;Canaux hépatocystiques
3262;Canal biliaire
3263;Muscle sphincter du canal cholédoque
3264;Ampoule hépatopancréatique
3265;Muscle sphincter de l'ampoule hépatopancréatique
3266;[Muscle sphincter de l'ampoule]
3267;Pancréas
3268;Lobe droit du pancréas
3269;Processus unciné (Ru)
3270;Corps du pancréas
3271;Tubérosité omentale
3272;lobe gauche du pancréas
3273;Encoche du pancréas (Car,Ru)
3274;Anneau du pancréas (su, eq)
3275;Surface ventrale pancréatique
3276;Surface dorsale pancréatique
3277;Bord crânial pancréatique
3278;Bord caudal pancréatique
3279;Bord droit
3280;Bord gauche
3281;Canal pancréatique
3282;Muscle sphincter du canal pancréatique
3283;Canal pancréatique accessoire
3284;Muscle sphincter du canal pancréatique accessoire
3285;(Pancréas accessoire)
3286;Système respiratoire
3287;Nez externe
3288;Racine du nez
3289;Dos du nez
3290;Bout du nez
3291;Ailes du nez
3292;Partie mobile
3293;Rostre
3294;Plan nasal (Car)
3295;Zones du plan nasal (Car)
3296;Sillons du plan nasal (Car)
3297;Plan rostral (su)
3298;Zones du plan rostral (su)
3299;Sillons du plan rostral (su)
3300;Fovéoles du plan rostral (su)
3301;Glandes du plan rostral (su)
3302;Plan nasolabial (bo)
3303;Zones du plan nasolabial (bo)
3304;Sillons du plan nasolabial (bo)
3305;Fovéoles du plan nasolabial (bo)
3306;Glandes du plan nasolabial (bo)
3307;Plan nasal (ov, cap)
3308;Zones
3309;Sillons
3310;Fovéoles
3311;Glandes
3312;Cartilages externes du nez
3313;Cartilage nasal latéral dorsal
3314;Cartilage nasal latéral ventral
3315;Cartilage alaire
3316;Corne (eq)
3317;Couche (eq)
3318;Cartilage nasal accessoire latéral
3319;Cartilage nasal accessoire médial
3320;Cavité nasale
3321;Narines
3322;Sillon alaire
3323;Diverticule nasal (eq)
3324;Septum nasal
3325;Cartilage du septum nasal
3326;Processus caudal
3327;Partie membraneuse des narines
3328;Partie osseuse des narines
3329;Organe voméronasal
3330;Canal voméronasal
3331;Cartilage voméronasal
3332;Conduit incisif
3333;Vestibule nasal
3334;Limen nasal
3335;Ostium nasolacrymal
3336;Pli de l'aile
3337;Pli droit
3338;Pli basal
3339;Pli oblique (Car)
3340;Plis parallèles (Car)
3341;Conques nasales
3341;Conque nasale dorsale
3342;Septum dorsal de la conque (eq)
3343;Partie rostrale du septum nasal conchal (eq)
3344;Partie caudale du septum nasal conchal (eq)
3345;Conques ethmoïdales
3346;Conque nasale ventrale
3347;Septum de la conque ventral (eq)
3348;Partie rostrale du septum nasal ventral (eq)
3349;Partie caudale du septum nasal ventral (eq)
3350;Partie dorsale (su, Ru)
3351;Partie ventrale (su, Ru)
3352;Muqueuse de la cavité nasale
3353;Région respiratoire
3354;Région olfactive
3355;Ganglions olfactifs
3356;Ganglions nasaux
3357;Ganglion nasal latéral
3358;Plexus nasal caverneux
3359;Sinus paranasaux
3360;Sinus conchal dorsal
3361;Bulle conchale dorsale
3362;Cellules de la bulle conchale dorsale
3363;Sinus conchale médial
3364;Sinus conchal ventral
3365;Bulle conchale ventrale
3366;Cellules
3367;Récessus maxillaire (Car)
3368;Ouverture nasomaxillaire
3369;Ouverture maxillopalatine (Ru)
3370;Ouverture conchomaxillaire (eq)
3371;Sinus lacrymal (su, Ru)
3372;Sinus frontale rostral (ca)
3373;Sinus frontal médial rostral (su,bo)
3374;Sinus frontal rostral intermédiaire (bo)
3375;Sinus frontal rostral latéral (su, bo)
3376;Sinus frontal médial (ca, ov, cap)
3377;Sinus frontal latéral (ca, ov, cap)
3378;Sinus frontal caudal (su, bo)
3379;Lamelles intrasinusiennes
3380;Sinus conchofrontal
3381;Ouverture frontomaxillaire (eq)
3382;Sinus sphénopalatin (eq)
3383;Larynx
3384;Proéminence laryngée
3385;Cartilages du larynx
3386;Cartilage thyroïde
3387;Lame [droite et gauche]
3388;Incisure thyroïdienne rostrale
3389;Incisure thyroïdienne caudale
3390;Ligne oblique
3391;Corne rostrale du cartilage thyroïde
3392;Corne caudale du cartilage thyroïde
3393;Fissure thyroïdienne
3394;Foramen thyroïdien
3395;Surface articulaire cricoïdienne
3396;Surface articulaire hyoïde
3397;Articulation thyrohyoïdienne
3398;Capsule articulaire thyrohyoïdienne
3399;Membrane thyrohyoïdienne
3400;Cartilage cricoïde
3401;Arc du cartilage cricoïde
3402;Lame du cartilage cricoïde
3403;Crête médiane
3404;Surface articulaire aryténoïdienne
3405;Surface articulaire thyroïdienne
3406;Articulation cricothyroïdienne
3407;Capsule articulaire cricothyroïdienne
3408;Ligament cricothyroïdien
3409;Ligament cricotrachéal
3410;Cartilage aryténoïde
3411;Surface articulaire du cartilage aryténoïde
3412;Base du cartilage aryténoïde
3413;Processus vocal
3414;Face latérale du processus vocal
3415;Processus musculaire du cartilage aryténoïde
3416;Crête arquée
3417;Face médiale du cartilage aryténoïde
3418;Processus médial
3419;Surface dorsale du cartilage aryténoïde
3420;Apex du cartilage aryténoïde
3421;Processus corniculé
3422;Processus cunéiforme (ca)
3423;Cartilage interaryténoïde
3424;Cartilage sésamoïde
